DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	4q27	4	119988346	MAD2L1	LINC02502 - AC097173.2	ENSG00000250392	ENSG00000253825		24053	46687	rs7678555-C	rs7678555	0	7678555	intergenic_variant	1	0.29	3E-8	7.522878745280337		1.06	[1.04-1.08]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	12p12.2	12	20067099	RP11-664H17.1	LINC02398			ENSG00000256287			rs10841443-G	rs10841443	0	10841443	intron_variant	0	0.67	2E-8	7.698970004336019		1.05	[1.03-1.07]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	12q24.31	12	120979185	HNF1A	HNF1A, HNF1A-AS1			ENSG00000135100, ENSG00000241388			rs2244608-G	rs2244608	0	2244608	intron_variant	0	0.32	2E-8	7.698970004336019		1.05	[1.03-1.07]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	16q23.1	16	75353635	CFDP1	CFDP1			ENSG00000153774			rs3851738-C	rs3851738	0	3851738	intron_variant	0	0.6	2E-8	7.698970004336019		1.05	[1.03-1.07]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	16q23.3	16	83012185	CDH13	CDH13			ENSG00000140945			rs7500448-A	rs7500448	0	7500448	intron_variant	0	0.75	1E-8	8.0		1.06	[1.04-1.09]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	19q13.2	19	41348629	TGFB1	TGFB1			ENSG00000105329			rs8108632-T	rs8108632	0	8108632	intron_variant	0	0.41	2E-8	7.698970004336019		1.05	[1.03-1.07]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	1p13.3	1	109275908	SORT1	CELSR2 - PSRC1	ENSG00000143126	ENSG00000134222		157	3648	rs646776-T	rs646776	0	646776	intergenic_variant	1	0.78	1E-8	8.0		1.17	[1.11-1.23]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	6p24.1	6	12903725	PHACTR1	PHACTR1			ENSG00000112137			rs9349379-G	rs9349379	0	9349379	intron_variant	0	0.41	3E-11	10.522878745280337		1.15	[1.11-1.20]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	6q25.3	6	160591981	LPA	LPA			ENSG00000198670			rs140570886-C	rs140570886	0	140570886	intron_variant	0	0.02	2E-21	20.69897000433602		1.92	[1.68-2.20]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	9p21.3	9	22124745	CDKN2B-AS1	CDKN2B-AS1			ENSG00000240498			rs4977575-G	rs4977575	0	4977575	intron_variant	0	0.49	5E-23	22.30102999566398		1.24	[1.19-1.29]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-06-26	28714974	Klarin D	2017-07-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714974	Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.	Coronary artery disease	4,831 European ancestry cases, 115,455 European ancestry controls	up to 60,801 European and unknown ancestry cases, up to 123,504 European and unknown ancestry controls	21q22.11	21	34221526	KCNE2	AP000317.1, AP000317.2			ENSG00000214955, ENSG00000272657			rs28451064-A	rs28451064	0	28451064	intron_variant	0	0.13	2E-8	7.698970004336019		1.18	[1.11-1.25]	Affymetrix [9061845] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST007990	Genome-wide genotyping array
2019-08-14	31186284	Liu Y	2019-06-11	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/31186284	A genome wide association study on lipoprotein(a) levels and coronary artery disease severity in a Chinese population.	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	1,402 Han Chinese ancestry individuals	NA	6q25.3	6	160597142	LPA	LPA			ENSG00000198670			rs7770628-C	rs7770628	0	7770628	intron_variant	0	NR	2E-30	29.69897000433602		0.73	[0.61-0.85] unit increase	Illumina [3448668] (imputed)	N	lipoprotein A measurement, coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0006925, http://www.ebi.ac.uk/efo/EFO_0000378	GCST008433	Genome-wide genotyping array
2019-08-14	31186284	Liu Y	2019-06-11	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/31186284	A genome wide association study on lipoprotein(a) levels and coronary artery disease severity in a Chinese population.	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	1,402 Han Chinese ancestry individuals	NA	6q25.3	6	160596331	LPA	LPA			ENSG00000198670			rs73596816-A	rs73596816	0	73596816	intron_variant	0	NR	1E-22	22.0		0.86	[0.68-1.04] unit increase	Illumina [3448668] (imputed)	N	lipoprotein A measurement, coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0006925, http://www.ebi.ac.uk/efo/EFO_0000378	GCST008433	Genome-wide genotyping array
2019-08-14	31186284	Liu Y	2019-06-11	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/31186284	A genome wide association study on lipoprotein(a) levels and coronary artery disease severity in a Chinese population.	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	1,402 Han Chinese ancestry individuals	NA	6q25.3	6	160598834	LPA	LPA			ENSG00000198670			rs6926458-G	rs6926458	0	6926458	intron_variant	0	NR	5E-16	15.301029995663981		0.34	[0.26-0.42] unit decrease	Illumina [3448668] (imputed)	N	lipoprotein A measurement, coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0006925, http://www.ebi.ac.uk/efo/EFO_0000378	GCST008433	Genome-wide genotyping array
2019-08-14	31186284	Liu Y	2019-06-11	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/31186284	A genome wide association study on lipoprotein(a) levels and coronary artery disease severity in a Chinese population.	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	1,402 Han Chinese ancestry individuals	NA	6q25.3	6	160289794	SLC22A2	SLC22A2 - SLC22A3	ENSG00000112499	ENSG00000146477		12156	58584	rs144217738-G	rs144217738	1	13220146	intergenic_variant	1	NR	7E-8	7.154901959985743		0.34	[0.22-0.46] unit increase	Illumina [3448668] (imputed)	N	lipoprotein A measurement, coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0006925, http://www.ebi.ac.uk/efo/EFO_0000378	GCST008433	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	1p32.3	1	55039974	PCSK9	PCSK9			ENSG00000169174			rs11591147-T	rs11591147	0	11591147	missense_variant	0	0.018	2E-12	11.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	1p32.2	1	56500678	PLPP3	AC119674.2, PLPP3			ENSG00000284686, ENSG00000162407			rs17114046-G	rs17114046	0	17114046	intron_variant	0	0.092	1E-11	11.0				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	1p13.3	1	109274968	CELSR2	CELSR2			ENSG00000143126			rs12740374-T	rs12740374	0	12740374	3_prime_UTR_variant	0	0.222	2E-25	24.69897000433602				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	1q41	1	222641100	MIA3	MIA3			ENSG00000154305			rs2133189-T	rs2133189	0	2133189	intron_variant	0	0.286	2E-11	10.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	2p24.1	2	19742712	OSR1, LINC00954	AC019055.1 - CISD1P1	ENSG00000235911	ENSG00000213403		25136	83537	rs16986953-A	rs16986953	0	16986953	intergenic_variant	1	0.068	1E-8	8.0				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	2p11.2	2	85540612	MAT2A	MAT2A			ENSG00000168906			rs2028900-T	rs2028900	0	2028900	intron_variant	0	0.45	2E-8	7.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	2q33.2	2	203104250	NBEAL1	NBEAL1			ENSG00000144426			rs72934535-C	rs72934535	0	72934535	intron_variant	0	0.108	7E-9	8.154901959985743				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	3q22.3	3	136575915	STAG1	STAG1			ENSG00000118007			rs13065626-G	rs13065626	0	13065626	intron_variant	0	0.137	2E-8	7.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	4q32.1	4	155724361	GUCY1A3	GUCY1A1			ENSG00000164116			rs13139571-A	rs13139571	0	13139571	intron_variant	0	0.233	3E-10	9.522878745280337				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	6p24.1	6	12903725	PHACTR1	PHACTR1			ENSG00000112137			rs9349379-G	rs9349379	0	9349379	intron_variant	0	0.405	6E-19	18.221848749616356				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	6p21.33	6	31913954	C2	C2, C2, C2, C2, C2, C2			ENSG00000166278, ENSG00000235696, ENSG00000231543, ENSG00000235017, ENSG00000226560, ENSG00000206372			rs685031-A	rs685031	0	685031	intron_variant	0	0.389	9E-9	8.045757490560675				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	6p11.2	6	57249018	RAB23, LOC100506188	RAB23 - PRIM2	ENSG00000112210	ENSG00000146143		26711	65787	rs430918-T	rs430918	0	430918	intergenic_variant	1	0.066	5E-8	7.301029995663981				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	6q14.1	6	81749317	FAM46A	TENT5A			ENSG00000112773			rs78707197-C	rs78707197	0	78707197	3_prime_UTR_variant	0	0.022	4E-10	9.397940008672037				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	6q23.2	6	133883109	TARID	TARID			ENSG00000227954			rs12194592-G	rs12194592	0	12194592	intron_variant	0	0.307	2E-10	9.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	6q25.3	6	160584578	LPA	LPA			ENSG00000198670			rs55730499-T	rs55730499	0	55730499	intron_variant	0	0.081	5E-62	61.30102999566398				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	7p21.1	7	19009765	HDAC9, TWIST1	HDAC9 - TWIST1	ENSG00000048052	ENSG00000122691		7349	11226	rs2107595-A	rs2107595	0	2107595	regulatory_region_variant	1	0.152	4E-10	9.397940008672037				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	7q36.1	7	150993088	NOS3	NOS3			ENSG00000164867			rs3918226-T	rs3918226	0	3918226	intron_variant	0	0.081	2E-10	9.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	8p21.3	8	20012760	LPL, SLC18A1	LPL - AC100802.1	ENSG00000175445	ENSG00000253775		45501	66354	rs35237252-A	rs35237252	0	35237252	intergenic_variant	1	0.251	5E-8	7.301029995663981				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	9p21.3	9	22103814	CDKN2, BAAS1	CDKN2B-AS1			ENSG00000240498			rs1333042-G	rs1333042	0	1333042	intron_variant	0	0.496	2E-72	71.69897000433602				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	9q21.12	9	70938329	TRPM3	TRPM3			ENSG00000083067			rs150282530-T	rs150282530	0	150282530	intron_variant	0	0.001	3E-8	7.522878745280337				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	10p11.23	10	30028144	JCAD	JCAD			ENSG00000165757			rs9337951-A	rs9337951	0	9337951	synonymous_variant	0	0.345	7E-9	8.154901959985743				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	10q11.21	10	44192332	LINC00841, C10orf142	LINC00841 - AL137026.2	ENSG00000233395	ENSG00000237590		211230	67270	rs11238907-G	rs11238907	0	11238907	intergenic_variant	1	0.115	2E-8	7.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	11p15.4	11	9745385	SWAP70	SWAP70			ENSG00000133789			rs378825-G	rs378825	0	378825	intron_variant	0	0.427	3E-8	7.522878745280337				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	11q22.1	11	100722807	ARHGAP42	ARHGAP42			ENSG00000165895			rs633185-C	rs633185	0	633185	intron_variant	0	0.285	9E-9	8.045757490560675				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	11q22.3	11	103802566	DYNC2H1, MIR4693	AP002989.1			ENSG00000254987			rs2839812-A	rs2839812	0	2839812	intron_variant	0	0.279	1E-11	11.0				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	11q23.3	11	120362917	ARHGEF12	ARHGEF12			ENSG00000196914			rs7924772-G	rs7924772	0	7924772	intron_variant	0	0.387	2E-9	8.698970004336019				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	12q13.13	12	54120131	FLJ12825	AC023794.1, FAM242C			ENSG00000248265, ENSG00000250432			rs11170820-G	rs11170820	0	11170820	non_coding_transcript_exon_variant	0	0.058	1E-9	9.0				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	12q24.12	12	111466567	ATXN2	ATXN2			ENSG00000204842			rs4766578-A	rs4766578	0	4766578	intron_variant	0	0.495	8E-14	13.096910013008056				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
2019-08-07	30104761	Zhou W	2018-08-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Coronary artery disease	31,355 European ancestry cases, 377,103 European ancestry controls	NA	12q24.13	12	112049014	NAA25	NAA25			ENSG00000111300			rs17696736-G	rs17696736	0	17696736	intron_variant	0	0.428	8E-11	10.096910013008056				Affymetrix [28000000] (imputed)	N	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST008370	Genome-wide genotyping array
